#separator:Tab
#html:false
#tags column:5
IMF-105-02-0001-ja	ブレンステッド・ローリーの酸と塩基はどう異なるか。	酸はプロトンを与え、塩基は受け取る。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0012-ja	HA/A−緩衝液へ強酸を加えた後、ヘンダーソン・ハッセルバルヒの比にはどの量を用いるか。	支配的な酸塩基反応後の量。両成分が無視できない量で残り、近似が妥当であることが前提。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0013-ja	HAとA−が各10.0 mmol、pKa 5の緩衝液に強酸2.00 mmolを加えた。近似pHは何か。	4.82。A−は8.00 mmol、HAは12.0 mmolとなり、pH = 5 + log10(8/12)。緩衝液の近似が妥当と仮定する。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0014-ja	pHが同じ二つの緩衝液で、加えた酸を受け止める能力は異なり得るか。	異なり得る。成分比が等しくpHが同じでも、利用できる共役塩基の量は異なる場合がある。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0015-ja	理想的な希釈は緩衝液のpHと一定体積当たりの緩衝能にどう影響するか。	比を保つのでpHはほぼ保たれるが、一定体積当たりの緩衝能は低下する。極端な希釈では近似が成り立たない場合がある。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0016-ja	滴定の当量点と終点はどう異なるか。	当量点は化学量論的な反応の完了、終点は選んだ指示薬や装置の信号。近いことが望ましいが、定義は同一ではない。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0017-ja	単純な弱酸・強塩基滴定の半当量点で、pHが約pKaになるのはなぜか。	酸と共役塩基の量がほぼ等しく、緩衝液の前提が妥当なら比の対数がゼロになるため。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0018-ja	0.0800 mol/Lの一価酸25.0 mLを当量点まで滴定するのに、0.100 mol/Lの強塩基は何mL必要か。	20.0 mL。酸は2.00 mmolで、塩基も2.00 mmol必要となる。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0019-ja	25°Cでの理想的な弱酸・強塩基滴定で、当量点のpHが7より高いのはなぜか。	残った共役塩基が水と反応して水酸化物イオンを生じるため。当量点が自動的に中性を意味するわけではない。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0020-ja	単純な酸性基でpHがpKaより1高い場合、脱プロトン化とプロトン化の比は約いくつか。	活量の近似が妥当なら10対1。これだけでタンパク質全体の電荷は決まらない。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0021-ja	25°CでKw = 10⁻¹⁴とすると、共役酸のKaが10⁻⁵の塩基のKbは何か。	一貫した平衡定数の定義を用いて、Kb = Kw/Ka = 10⁻⁹。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
IMF-105-02-0022-ja	pH 2と4の理想的で緩衝作用を持たない強酸溶液を等体積混合した場合、近似pHは何か。	3ではなく2.30。濃度を平均して(0.0100 + 0.0001)/2 = 0.00505 mol/Lとし、負の常用対数を取る。体積の加成性と水の寄与が無視できることを仮定する。	Integrated Medical Foundations; chapter 105, TTS module 2; https://theisegoria.github.io/medical-textbook/integrated-medical-foundations-expanded-japanese.md; module SHA256 at export: 69f116d8e5dd715c9c915f5e2362dc7bb65bf04308b86fc596a6fc034d1de0ff; editorial review pending	imf lang::ja chapter::105 module::105-02 review::pending
